Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code
70SBUR20F00000202,HSHQDC13D00010,P00001,0,DO Delivery Order,$0.00 ,9-Jun-21,20-May-20,7003,U.S. CITIZENSHIP AND IMMIGRATION SERVICES,USCIS CONTRACTING OFFICE(ERBUR),P,7030,INFORMATION TECHNOLOGY SOFTWARE,541519,OTHER COMPUTER RELATED SERVICES,ALBUQUERQUE,NM,871072279,NONE,NONE OF THE ABOVE,G7F4L74ULJK6,ZF2JKBE7K285,Westwind Computer Products  Inc.,WESTWIND TEAM LLP,6NM55
70SBUR21F00000031,HSHQDC13D00010,0,0,DO Delivery Order,"$6,799,951.25 ",29-Dec-20,18-Dec-20,7003,U.S. CITIZENSHIP AND IMMIGRATION SERVICES,USCIS CONTRACTING OFFICE(ERBUR),S,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,541519,OTHER COMPUTER RELATED SERVICES,ALBUQUERQUE,NM,871072279,NONE,NONE OF THE ABOVE,G7F4L74ULJK6,ZF2JKBE7K285,Westwind Computer Products  Inc.,WESTWIND TEAM LLP,6NM55
70SBUR21F00000031,HSHQDC13D00010,P00001,0,DO Delivery Order,$0.00 ,12-Jan-21,18-Dec-20,7003,U.S. CITIZENSHIP AND IMMIGRATION SERVICES,USCIS CONTRACTING OFFICE(ERBUR),S,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,541519,OTHER COMPUTER RELATED SERVICES,ALBUQUERQUE,NM,871072279,NONE,NONE OF THE ABOVE,G7F4L74ULJK6,ZF2JKBE7K285,Westwind Computer Products  Inc.,WESTWIND TEAM LLP,6NM55
70T02018P7NOIA216,,0,0,PO Purchase Order,"$633,100.00 ",26-Sep-18,,7013,TRANSPORTATION SECURITY ADMINISTRATION,"CREDENTIALING, SCREENING & INTELLIGENCE ANALYSIS",S,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,561110,OFFICE ADMINISTRATIVE SERVICES,GREAT FALLS,VA,220662831,S,SERVICE CONTRACT INVENTORY (FAR 4.17),FFKBZ86EXD93,FFKBZ86EXD93,PHERSON ASSOCIATES  LLC,"PHERSON ASSOCIATES, LLC",3HXP9
70T02018P7NOIA216,,P00001,0,PO Purchase Order,"$645,562.00 ",3-Sep-19,,7013,TRANSPORTATION SECURITY ADMINISTRATION,"CREDENTIALING, SCREENING & INTELLIGENCE ANALYSIS",S,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,561110,OFFICE ADMINISTRATIVE SERVICES,GREAT FALLS,VA,220662831,S,SERVICE CONTRACT INVENTORY (FAR 4.17),FFKBZ86EXD93,FFKBZ86EXD93,PHERSON ASSOCIATES  LLC,"PHERSON ASSOCIATES, LLC",3HXP9
70T02018P7NOIA216,,P00002,0,PO Purchase Order,"($34,475.22)",11-Aug-22,,7013,TRANSPORTATION SECURITY ADMINISTRATION,CLOSEOUT,S,U008,EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,561110,OFFICE ADMINISTRATIVE SERVICES,GREAT FALLS,VA,220662831,S,SERVICE CONTRACT INVENTORY (FAR 4.17),FFKBZ86EXD93,FFKBZ86EXD93,PHERSON ASSOCIATES  LLC,"PHERSON ASSOCIATES, LLC",3HXP9
70Z04123PYORK0004,,0,0,PO Purchase Order,"$4,247.93 ",15-Dec-22,,7008,U.S. COAST GUARD,TRACEN YORKTOWN(00041),S,S203,HOUSEKEEPING- FOOD,722310,FOOD SERVICE CONTRACTORS,LEESBURG,VA,20175,NONE,NONE OF THE ABOVE,N3MYJ5PNYYM7,N3MYJ5PNYYM7,BLUE CONSTRUCTION SERVICES LLC,BLUE CONSTRUCTION SERVICES LLC,7SZK8
70Z08218CPMV02300,,0,0,DCA Definitive Contract,"$804,000.00 ",28-Jun-18,29-Mar-18,7008,U.S. COAST GUARD,CEU MIAMI(00082),S,Z2PZ,REPAIR OR ALTERATION OF OTHER NON-BUILDING FACILITIES,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,MIAMI,FL,331574366,NONE,NONE OF THE ABOVE,PQKLNM1CL3Y3,PQKLNM1CL3Y3,LUNACON ENGINEERING GROUP  CORP.,"LUNACON ENGINEERING GROUP, CORP.",56S89
70Z08218CPMV02300,,P00004,0,DCA Definitive Contract,"$136,520.79 ",17-Aug-20,29-Mar-18,7008,U.S. COAST GUARD,CEU MIAMI(00082),S,Z2PZ,REPAIR OR ALTERATION OF OTHER NON-BUILDING FACILITIES,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,MIAMI,FL,331574366,NONE,NONE OF THE ABOVE,PQKLNM1CL3Y3,PQKLNM1CL3Y3,LUNACON ENGINEERING GROUP  CORP.,"LUNACON ENGINEERING GROUP, CORP.",56S89
70Z08422CYORK0001,,0,0,DCA Definitive Contract,"$964,747.21 ",27-Jul-22,17-Apr-21,7008,U.S. COAST GUARD,DOL-9,S,S299,HOUSEKEEPING- OTHER,722310,FOOD SERVICE CONTRACTORS,LEESBURG,VA,201754017,S,SERVICE CONTRACT INVENTORY (FAR 4.17),N3MYJ5PNYYM7,N3MYJ5PNYYM7,BLUE CONSTRUCTION SERVICES LLC,BLUE CONSTRUCTION SERVICES LLC,7SZK8
70Z08422CYORK0001,,P00001,0,DCA Definitive Contract,"($689,105.15)",29-Sep-22,17-Apr-21,7008,U.S. COAST GUARD,DOL-9,S,S299,HOUSEKEEPING- OTHER,722310,FOOD SERVICE CONTRACTORS,LEESBURG,VA,201754017,S,SERVICE CONTRACT INVENTORY (FAR 4.17),N3MYJ5PNYYM7,N3MYJ5PNYYM7,BLUE CONSTRUCTION SERVICES LLC,BLUE CONSTRUCTION SERVICES LLC,7SZK8
70Z0G319FPT203100,HSHQDC13D00012,0,0,DO Delivery Order,"$43,668.00 ",15-Oct-18,,7008,U.S. COAST GUARD,C5I DIVISION 2 KEARNEYSVILLE,P,7045,INFORMATION TECHNOLOGY SUPPLIES,541519,OTHER COMPUTER RELATED SERVICES,LURAY,VA,228355233,NONE,NONE OF THE ABOVE,DPQEDJ6CXZM5,DPQEDJ6CXZM5,PANAMERICA COMPUTERS  INC.,"PANAMERICA COMPUTERS, INC.",301Q5
70Z0G319FPT203100,HSHQDC13D00012,P00001,0,DO Delivery Order,$0.00 ,15-Oct-18,,7008,U.S. COAST GUARD,C5I DIVISION 2 KEARNEYSVILLE,P,7045,INFORMATION TECHNOLOGY SUPPLIES,541519,OTHER COMPUTER RELATED SERVICES,LURAY,VA,228355233,NONE,NONE OF THE ABOVE,DPQEDJ6CXZM5,DPQEDJ6CXZM5,PANAMERICA COMPUTERS  INC.,"PANAMERICA COMPUTERS, INC.",301Q5
70Z0G319FPWZ04200,HSHQDC12D00013,0,0,DO Delivery Order,"$20,355.50 ",18-Dec-18,,7008,U.S. COAST GUARD,C5I DIVISION 2 KEARNEYSVILLE,P,7045,INFORMATION TECHNOLOGY SUPPLIES,541519,OTHER COMPUTER RELATED SERVICES,LURAY,VA,228355233,NONE,NONE OF THE ABOVE,DPQEDJ6CXZM5,DPQEDJ6CXZM5,PANAMERICA COMPUTERS  INC.,"PANAMERICA COMPUTERS, INC.",301Q5
72001G22M00002,47QTCB21D0275,0,0,DO Delivery Order,"$215,344.21 ",6-Jul-22,,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID OIG,S,DF01,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),541512,COMPUTER SYSTEMS DESIGN SERVICES,UPPER MARLBORO,MD,207744791,NONE,NONE OF THE ABOVE,SN5KHDCRNDM5,SN5KHDCRNDM5,PREMIER ENTERPRISE SOLUTIONS  LLC,"PREMIER ENTERPRISE SOLUTIONS, LLC",6RM79
72001G22M00002,47QTCB21D0275,P00001,0,DO Delivery Order,"$591,366.33 ",27-Sep-22,,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID OIG,S,DF01,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),541512,COMPUTER SYSTEMS DESIGN SERVICES,UPPER MARLBORO,MD,207744791,NONE,NONE OF THE ABOVE,SN5KHDCRNDM5,SN5KHDCRNDM5,PREMIER ENTERPRISE SOLUTIONS  LLC,"PREMIER ENTERPRISE SOLUTIONS, LLC",6RM79
72001G22M00002,47QTCB21D0275,P00002,0,DO Delivery Order,"$1,461,425.10 ",6-Jun-23,,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID OIG,S,DF01,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),541512,COMPUTER SYSTEMS DESIGN SERVICES,UPPER MARLBORO,MD,207744791,NONE,NONE OF THE ABOVE,SN5KHDCRNDM5,SN5KHDCRNDM5,PREMIER ENTERPRISE SOLUTIONS  LLC,"PREMIER ENTERPRISE SOLUTIONS, LLC",6RM79
72016819P00002,,0,0,PO Purchase Order,"$46,098.00 ",18-Mar-19,,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/BOSNIA/HERZ,S,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",SPRINGFIELD,VA,221501829,NONE,NONE OF THE ABOVE,NMXZZLKJTQH7,NMXZZLKJTQH7,FIELD FOCUS  LLC,"FIELD FOCUS, LLC",7GE03
72016819P00002,,P00001,0,PO Purchase Order,$0.00 ,9-Mar-20,,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/BOSNIA/HERZ,S,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",SPRINGFIELD,VA,221501829,NONE,NONE OF THE ABOVE,NMXZZLKJTQH7,NMXZZLKJTQH7,FIELD FOCUS  LLC,"FIELD FOCUS, LLC",7GE03
720SDB19PC00002,,0,0,PO Purchase Order,"$25,000.00 ",3-Apr-19,,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID OSDBU,S,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,561920,CONVENTION AND TRADE SHOW ORGANIZERS,MIAMI,FL,331567683,NONE,NONE OF THE ABOVE,JBZSQEQL66S6,JBZSQEQL66S6,GOVERNMENT BUSINESS SOLUTIONS LLC,GOVERNMENT BUSINESS SOLUTIONS LLC,44LF0
73351018C0003,,0,0,DCA Definitive Contract,"$16,411.19 ",1-Dec-17,,7300,SMALL BUSINESS ADMINISTRATION,OFC OF PERF MGMT AND CFO,S,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,511210,SOFTWARE PUBLISHERS,WINDSOR,CO,805505715,NONE,NONE OF THE ABOVE,S2LLK9JYGMJ4,S2LLK9JYGMJ4,COMMON SENSE & LOGIC LLC,CLEAR GLOBAL SOLUTIONS LLC,6CU05
73351018C0003,,P00001,0,DCA Definitive Contract,$0.00 ,25-Apr-22,,7300,SMALL BUSINESS ADMINISTRATION,OFC OF PERF MGMT AND CFO,S,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,511210,SOFTWARE PUBLISHERS,WINDSOR,CO,805505715,NONE,NONE OF THE ABOVE,S2LLK9JYGMJ4,S2LLK9JYGMJ4,COMMON SENSE & LOGIC LLC,CLEAR GLOBAL SOLUTIONS LLC,6CU05
73351018C0003,,P0001,0,DCA Definitive Contract,$0.00 ,9-Jan-18,,7300,SMALL BUSINESS ADMINISTRATION,OFC OF PERF MGMT AND CFO,S,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,511210,SOFTWARE PUBLISHERS,WINDSOR,CO,805505715,NONE,NONE OF THE ABOVE,S2LLK9JYGMJ4,S2LLK9JYGMJ4,COMMON SENSE & LOGIC LLC,CLEAR GLOBAL SOLUTIONS LLC,6CU05
75F40119P10010,,0,0,PO Purchase Order,"$134,723.60 ",14-Nov-18,,7524,FOOD AND DRUG ADMINISTRATION,FDA OFFICE OF ACQ  GRANT SVCS,S,R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,541618,OTHER MANAGEMENT CONSULTING SERVICES,LEESBURG,VA,201753118,NONE,NONE OF THE ABOVE,SFFEC4G4KTE1,SFFEC4G4KTE1,INFINISOURCE CONSULTING SOLUTIONS LLC,INFINISOURCE CONSULTING SOLUTIONS INC,506J0
75F40119P10010,,P00001,0,PO Purchase Order,$0.00 ,24-Sep-19,,7524,FOOD AND DRUG ADMINISTRATION,FDA OFFICE OF ACQ  GRANT SVCS,S,R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,541618,OTHER MANAGEMENT CONSULTING SERVICES,LEESBURG,VA,201753118,NONE,NONE OF THE ABOVE,SFFEC4G4KTE1,SFFEC4G4KTE1,INFINISOURCE CONSULTING SOLUTIONS LLC,INFINISOURCE CONSULTING SOLUTIONS INC,506J0
75F40119P10010,,P00002,0,PO Purchase Order,$0.00 ,29-Jan-20,,7524,FOOD AND DRUG ADMINISTRATION,FDA OFFICE OF ACQ  GRANT SVCS,S,R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,541618,OTHER MANAGEMENT CONSULTING SERVICES,LEESBURG,VA,201753118,NONE,NONE OF THE ABOVE,SFFEC4G4KTE1,SFFEC4G4KTE1,INFINISOURCE CONSULTING SOLUTIONS LLC,INFINISOURCE CONSULTING SOLUTIONS INC,506J0
75F40119P10010,,P00003,0,PO Purchase Order,"($10,285.40)",15-Dec-22,,7524,FOOD AND DRUG ADMINISTRATION,FDA OFFICE OF ACQ  GRANT SVCS,S,R426,SUPPORT- PROFESSIONAL: COMMUNICATIONS,541618,OTHER MANAGEMENT CONSULTING SERVICES,LEESBURG,VA,201753118,NONE,NONE OF THE ABOVE,SFFEC4G4KTE1,SFFEC4G4KTE1,INFINISOURCE CONSULTING SOLUTIONS LLC,INFINISOURCE CONSULTING SOLUTIONS INC,506J0
75F40121F80093,GS07F0082U,0,0,DO Delivery Order,"$105,638.40 ",30-Mar-21,11-Feb-21,7524,FOOD AND DRUG ADMINISTRATION,FDA OFFICE OF ACQ  GRANT SVCS,S,R405,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS,561320,TEMPORARY HELP SERVICES,KENNESAW,GA,301443605,NONE,NONE OF THE ABOVE,CE9HAPWCZL58,CE9HAPWCZL58,MCNEAL PROFESSIONAL SERVICES  INC.,MCNEAL PROFESSIONAL SERVICES INCORPORATED,1YA88
75F40121F80093,GS07F0082U,P00001,0,DO Delivery Order,"$108,806.40 ",20-Mar-22,11-Feb-21,7524,FOOD AND DRUG ADMINISTRATION,FDA OFFICE OF ACQ  GRANT SVCS,S,R405,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS,561320,TEMPORARY HELP SERVICES,KENNESAW,GA,301443605,NONE,NONE OF THE ABOVE,CE9HAPWCZL58,CE9HAPWCZL58,MCNEAL PROFESSIONAL SERVICES  INC.,MCNEAL PROFESSIONAL SERVICES INCORPORATED,1YA88
75F40121F80093,GS07F0082U,P00002,0,DO Delivery Order,$0.00 ,22-Jun-22,11-Feb-21,7524,FOOD AND DRUG ADMINISTRATION,FDA OFFICE OF ACQ  GRANT SVCS,S,R405,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS,561320,TEMPORARY HELP SERVICES,KENNESAW,GA,301443605,NONE,NONE OF THE ABOVE,CE9HAPWCZL58,CE9HAPWCZL58,MCNEAL PROFESSIONAL SERVICES  INC.,MCNEAL PROFESSIONAL SERVICES INCORPORATED,1YA88
75F40122P00085,,0,0,PO Purchase Order,"$900,000.00 ",3-May-22,12-Apr-22,7524,FOOD AND DRUG ADMINISTRATION,FDA OFFICE OF ACQ  GRANT SVCS,S,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,541519,OTHER COMPUTER RELATED SERVICES,ALEXANDRIA,VA,223062800,NONE,NONE OF THE ABOVE,RM8EKNMB6YB1,RM8EKNMB6YB1,AEI INTERNATIONAL  LLC.,"CONNECT CENTRIC, LLC",561X4
75F40122P00085,,P00001,0,PO Purchase Order,"$890,218.19 ",29-Mar-23,12-Apr-22,7524,FOOD AND DRUG ADMINISTRATION,FDA OFFICE OF ACQ  GRANT SVCS,S,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,541519,OTHER COMPUTER RELATED SERVICES,ALEXANDRIA,VA,223062800,NONE,NONE OF THE ABOVE,RM8EKNMB6YB1,RM8EKNMB6YB1,AEI INTERNATIONAL  LLC.,"CONNECT CENTRIC, LLC",561X4
75FCMC21F0004,GS07F0165W,0,0,DO Delivery Order,"$589,561.36 ",30-Oct-20,30-Sep-20,7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,OFC OF ACQUISITION AND GRANTS MGMT,S,R418,SUPPORT- PROFESSIONAL: LEGAL,561320,TEMPORARY HELP SERVICES,BALTIMORE,MD,212301701,NONE,NONE OF THE ABOVE,VLJKQQNBL2A5,VLJKQQNBL2A5,ADNET/ACCOUNTNET  INC.,ADNET ACCOUNTNET INC,3HHZ6
75FCMC21F0004,GS07F0165W,P00001,0,DO Delivery Order,$0.00 ,8-Dec-20,30-Sep-20,7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,OFC OF ACQUISITION AND GRANTS MGMT,S,R418,SUPPORT- PROFESSIONAL: LEGAL,561320,TEMPORARY HELP SERVICES,BALTIMORE,MD,212301701,NONE,NONE OF THE ABOVE,VLJKQQNBL2A5,VLJKQQNBL2A5,ADNET/ACCOUNTNET  INC.,ADNET ACCOUNTNET INC,3HHZ6
75FCMC21F0004,GS07F0165W,P00002,0,DO Delivery Order,$0.00 ,7-Apr-21,30-Sep-20,7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,OFC OF ACQUISITION AND GRANTS MGMT,S,R418,SUPPORT- PROFESSIONAL: LEGAL,561320,TEMPORARY HELP SERVICES,BALTIMORE,MD,212301701,NONE,NONE OF THE ABOVE,VLJKQQNBL2A5,VLJKQQNBL2A5,ADNET/ACCOUNTNET  INC.,ADNET ACCOUNTNET INC,3HHZ6
75FCMC21F0004,GS07F0165W,P00003,0,DO Delivery Order,"$647,997.46 ",21-Oct-21,30-Sep-20,7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,OFC OF ACQUISITION AND GRANTS MGMT,S,R418,SUPPORT- PROFESSIONAL: LEGAL,561320,TEMPORARY HELP SERVICES,BALTIMORE,MD,212301701,NONE,NONE OF THE ABOVE,VLJKQQNBL2A5,VLJKQQNBL2A5,ADNET/ACCOUNTNET  INC.,ADNET ACCOUNTNET INC,3HHZ6
75FCMC21F0004,GS07F0165W,P00004,0,DO Delivery Order,$0.00 ,18-Apr-22,30-Sep-20,7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,OFC OF ACQUISITION AND GRANTS MGMT,S,R418,SUPPORT- PROFESSIONAL: LEGAL,561320,TEMPORARY HELP SERVICES,BALTIMORE,MD,212301701,NONE,NONE OF THE ABOVE,VLJKQQNBL2A5,VLJKQQNBL2A5,ADNET/ACCOUNTNET  INC.,ADNET ACCOUNTNET INC,3HHZ6
75FCMC21F0004,GS07F0165W,P00005,0,DO Delivery Order,"$662,352.41 ",26-Oct-22,30-Sep-20,7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,OFC OF ACQUISITION AND GRANTS MGMT,S,R418,SUPPORT- PROFESSIONAL: LEGAL,561320,TEMPORARY HELP SERVICES,BALTIMORE,MD,212301701,NONE,NONE OF THE ABOVE,VLJKQQNBL2A5,Q6GQKUUKRDS7,ADNET/ACCOUNTNET INC,ADNET ACCOUNTNET INC,3HHZ6
75FCMC22F0039,GS07F0165W,0,0,DO Delivery Order,"$155,308.80 ",31-Mar-22,1-Mar-22,7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,OFC OF ACQUISITION AND GRANTS MGMT,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,561320,TEMPORARY HELP SERVICES,BALTIMORE,MD,212301701,NONE,NONE OF THE ABOVE,VLJKQQNBL2A5,VLJKQQNBL2A5,ADNET/ACCOUNTNET  INC.,ADNET ACCOUNTNET INC,3HHZ6
75FCMC22F0039,GS07F0165W,P00001,0,DO Delivery Order,$0.00 ,30-Mar-23,1-Mar-22,7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,OFC OF ACQUISITION AND GRANTS MGMT,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,561320,TEMPORARY HELP SERVICES,BALTIMORE,MD,212301701,NONE,NONE OF THE ABOVE,VLJKQQNBL2A5,Q6GQKUUKRDS7,ADNET/ACCOUNTNET INC,ADNET ACCOUNTNET INC,3HHZ6
75FCMC22F0039,GS07F0165W,P00002,0,DO Delivery Order,"$159,676.80 ",3-Apr-23,1-Mar-22,7530,CENTERS FOR MEDICARE AND MEDICAID SERVICES,OFC OF ACQUISITION AND GRANTS MGMT,S,R699,SUPPORT- ADMINISTRATIVE: OTHER,561320,TEMPORARY HELP SERVICES,BALTIMORE,MD,212301701,NONE,NONE OF THE ABOVE,VLJKQQNBL2A5,Q6GQKUUKRDS7,ADNET/ACCOUNTNET INC,ADNET ACCOUNTNET INC,3HHZ6
75H70419D00006,,0,0,IDC Indefinite Delivery Contract,"$250,000.00 ",27-Sep-19,,7527,INDIAN HEALTH SERVICE,DIVISION OF ACQUISITIONS POLICY HQ,S,U001,EDUCATION/TRAINING- LECTURES,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,GEORGETOWN,TX,786281124,S,SERVICE CONTRACT INVENTORY (FAR 4.17),MPEVYD6LRB37,MPEVYD6LRB37,PROFOUND KNOWLEDGE PRODUCTS INCORPORATED,PROFOUND KNOWLEDGE PRODUCTS INCORPORATED,7F0Q2
75H70419D00006,,P00001,0,IDC Indefinite Delivery Contract,"($245,356.00)",19-Dec-19,,7527,INDIAN HEALTH SERVICE,DIVISION OF ACQUISITIONS POLICY HQ,S,U001,EDUCATION/TRAINING- LECTURES,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,GEORGETOWN,TX,786281124,S,SERVICE CONTRACT INVENTORY (FAR 4.17),MPEVYD6LRB37,MPEVYD6LRB37,PROFOUND KNOWLEDGE PRODUCTS INCORPORATED,PROFOUND KNOWLEDGE PRODUCTS INCORPORATED,7F0Q2
75H70419D00006,,P00002,0,IDC Indefinite Delivery Contract,$0.00 ,22-Mar-21,,7527,INDIAN HEALTH SERVICE,DIVISION OF ACQUISITIONS POLICY HQ,S,U001,EDUCATION/TRAINING- LECTURES,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,GEORGETOWN,TX,786281124,S,SERVICE CONTRACT INVENTORY (FAR 4.17),MPEVYD6LRB37,MPEVYD6LRB37,PROFOUND KNOWLEDGE PRODUCTS INCORPORATED,PROFOUND KNOWLEDGE PRODUCTS INCORPORATED,7F0Q2
75H70419D00006,,P00003,0,IDC Indefinite Delivery Contract,$0.00 ,23-Sep-21,,7527,INDIAN HEALTH SERVICE,DIVISION OF ACQUISITIONS POLICY HQ,S,U001,EDUCATION/TRAINING- LECTURES,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,GEORGETOWN,TX,786281124,S,SERVICE CONTRACT INVENTORY (FAR 4.17),MPEVYD6LRB37,MPEVYD6LRB37,PROFOUND KNOWLEDGE PRODUCTS INCORPORATED,PROFOUND KNOWLEDGE PRODUCTS INCORPORATED,7F0Q2
75H70419D00006,,P00004,0,IDC Indefinite Delivery Contract,$0.00 ,27-Sep-21,,7527,INDIAN HEALTH SERVICE,DIVISION OF ACQUISITIONS POLICY HQ,S,U001,EDUCATION/TRAINING- LECTURES,611430,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,GEORGETOWN,TX,786281124,S,SERVICE CONTRACT INVENTORY (FAR 4.17),MPEVYD6LRB37,MPEVYD6LRB37,PROFOUND KNOWLEDGE PRODUCTS INCORPORATED,PROFOUND KNOWLEDGE PRODUCTS INCORPORATED,7F0Q2
75H70419F80007,HHSN316201500028W,0,0,DO Delivery Order,"$182,487.33 ",17-Jul-19,,7527,INDIAN HEALTH SERVICE,DIVISION OF ACQUISITIONS POLICY HQ,P,7025,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,541519,OTHER COMPUTER RELATED SERVICES,MINNETONKA,MN,553438982,NONE,NONE OF THE ABOVE,TC3NF4XRLGV7,TC3NF4XRLGV7,IDEAL SYSTEM SOLUTIONS  INC.,"IDEAL SYSTEM SOLUTIONS, INC.",1QNC5
75H70621F80115,NNG15SD01B,0,0,DO Delivery Order,"$21,061.60 ",1-Jun-21,,7527,INDIAN HEALTH SERVICE,GREAT PLAINS AREA INDIAN HEALTH SVC,P,7B20,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,LEESBURG,VA,201753729,NONE,NONE OF THE ABOVE,TSL3JWEH5XX1,TSL3JWEH5XX1,FEDBIZ IT SOLUTIONS LLC,FEDBIZ IT SOLUTIONS LLC,6ETQ1
75H70622F80078,GS21F029DA,0,0,DO Delivery Order,"$20,629.00 ",20-May-22,,7527,INDIAN HEALTH SERVICE,GREAT PLAINS AREA INDIAN HEALTH SVC,P,7320,KITCHEN EQUIPMENT AND APPLIANCES,335222,HOUSEHOLD REFRIGERATOR AND HOME FREEZER MANUFACTURING,HOUSTON,TX,77036,NONE,NONE OF THE ABOVE,F5DFMLGS8YM1,F5DFMLGS8YM1,EXPORT 220VOLT INC.,EXPORT 220VOLT INC.,3MKH2
75H71020P01933,,0,0,PO Purchase Order,"$18,527.76 ",16-Sep-20,,7527,INDIAN HEALTH SERVICE,NAVAJO AREA INDIAN HEALTH SVC,P,4610,WATER PURIFICATION EQUIPMENT,333318,OTHER COMMERCIAL AND SERVICE INDUSTRY MACHINERY MANUFACTURING,WAXHAW,NC,281736227,NONE,NONE OF THE ABOVE,HBLDD6L3QPL1,HBLDD6L3QPL1,MDM MAC ENTERPRISES INC,MDM MAC ENTERPRISES INC,6ST17
75H71118P00330,,0,0,PO Purchase Order,"$7,750.00 ",31-May-18,,7527,INDIAN HEALTH SERVICE,OK CITY AREA INDIAN HEALTH SVC,S,R603,SUPPORT- ADMINISTRATIVE: TRANSCRIPTION,561410,DOCUMENT PREPARATION SERVICES,GRAFTON,ND,582371379,NONE,NONE OF THE ABOVE,X771FHLLMWE1,X771FHLLMWE1,DATA DYNAMICS INC,DATA DYNAMICS INC,02EP9
75H71118P00330,,P00001,0,PO Purchase Order,"($2,899.43)",27-May-21,,7527,INDIAN HEALTH SERVICE,OK CITY AREA INDIAN HEALTH SVC,S,R603,SUPPORT- ADMINISTRATIVE: TRANSCRIPTION,561410,DOCUMENT PREPARATION SERVICES,GRAFTON,ND,582371379,NONE,NONE OF THE ABOVE,X771FHLLMWE1,X771FHLLMWE1,DATA DYNAMICS INC,DATA DYNAMICS INC,02EP9
